Duration,Stimulus_condition,Response
0.75,2,0.738090481
0.975,0,0.937755569
0.9,0,0.891218696
1.525,0,1.202499186
0.825,1,0.637054883
0.75,2,0.757601537
1.45,1,1.089785865
1.05,0,1.206327258
1.525,1,1.019976339
1.45,0,1.259314869
1.125,0,1.063329159
1.375,2,1.050840013
0.9,0,0.936208245
1.375,0,1.052713511
0.975,0,1.034003514
0.975,0,0.904057928
0.975,2,0.746697013
1.525,0,1.360367536
1.375,1,0.962875671
0.9,1,0.766604724
0.75,0,0.681092336
1.525,0,1.533029246
1.25,0,1.171762369
1.125,0,1.023325598
1.375,1,0.990906205
1.525,0,1.21161997
0.825,1,0.718523883
1.375,1,1.104161631
1.45,1,1.012766651
0.75,2,0.688945682
0.75,0,0.800344304
0.825,2,0.690854216
1.375,0,0.928504186
0.825,2,0.482360301
0.75,0,0.750945196
1.25,0,0.710081619
1.525,0,0.954121707
0.825,2,0.686488075
1.05,0,0.878116108
1.25,0,1.183800874
1.05,0,1.123512979
1.05,0,0.940814325
0.975,1,0.849825636
1.375,0,1.08108989
1.125,2,0.882204801
1.375,0,1.039184527
1.05,1,0.848569136
0.75,0,0.781297608
1.25,1,0.843718905
0.975,1,0.828063473
1.45,0,1.150837887
0.825,0,0.919835272
0.9,2,0.794044723
0.9,0,0.829413647
1.45,0,1.242087652
1.45,0,1.204779669
0.75,1,0.580147182
0.75,1,0.636004955
1.45,2,0.855187968
0.9,2,0.718758738
0.9,0,0.723126542
0.825,0,0.795293886
1.05,2,0.767289372
0.825,0,0.738960374
1.45,2,0.930197172
0.75,1,0.660923745
1.05,0,0.816171281
1.25,0,1.046488621
1.525,0,1.376811312
1.525,1,1.139714358
1.45,2,1.200176636
0.975,2,0.863287074
1.45,0,1.228602539
0.825,0,0.96134527
0.825,0,0.804889946
0.9,1,0.815465503
0.75,0,0.799399505
1.25,2,0.673423643
0.9,0,0.950602763
1.25,1,0.86150654
1.375,0,1.09559042
1.05,0,0.1447265
0.975,0,0.952808845
0.975,1,0.801836321
1.25,0,0.15112953
1.125,1,1.07449161
1.525,2,1.038825798
1.05,2,0.890903814
1.05,1,1.041270293
1.05,1,0.906796892
0.9,1,0.151773996
1.25,2,0.800314869
0.9,2,0.88325744
0.75,0,0.836688256
1.45,1,0.842163972
1.125,0,0.837065411
1.525,2,0.859260397
1.375,2,1.011323252
1.25,2,0.32260623
1.125,2,0.845929011
1.375,2,0.810896336
0.9,0,0.802068326
1.05,2,0.221776611
0.825,0,0.845545809
0.825,1,0.669222801
1.125,0,1.065772185
1.525,2,0.863648666
1.125,0,0.348909138
1.375,0,1.113049231
1.125,2,0.743844306
1.125,0,1.014269002
1.125,1,0.715285218
1.25,0,0.978882881
1.45,0,1.245444761
0.975,0,1.168516111
0.975,2,0.889480576
1.25,1,1.066581159
0.975,0,1.06724225
1.125,1,0.934949317
1.525,1,1.217186552