browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Firefox,900,,,1038,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,975,,,1005,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,600,,,1018,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,975,,,1026,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,825,,,1037,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,450,,,1037,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,525,,,966,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,600,,,996,83,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Firefox,825,,,968,76,2019-07-12T16:48:50.622Z,A19L8SNH73AX1Z,odd
Chrome,675,,,959,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,525,,,964,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,750,,,1044,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,975,,,1041,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,1050,,,1012,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,450,,,985,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,600,,,952,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,825,,,1036,76,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,750,,,1047,83,2019-07-12T17:06:24.280Z,A1LSGYXKP6O1B8,odd
Chrome,900,,,1011,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,975,,,980,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,600,,,979,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,525,,,1022,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,600,,,986,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,1050,,,976,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,675,,,993,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,900,,,976,76,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,1050,2019-07-12T15:24:33.854Z,,1002,83,2019-07-12T15:10:41.305Z,A1P2RQ166VS5BT,odd
Chrome,675,,,988,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,1050,,,953,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,900,,,968,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,600,,,958,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,900,,,1005,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,525,,,977,76,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,825,,,953,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,675,,,1036,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Chrome,600,2019-07-12T16:06:26.225Z,,973,83,2019-07-12T15:56:11.722Z,A1PR74OHURJNTO,odd
Firefox,525,,,1043,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,675,,,1035,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,600,,,1007,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,525,,,1029,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,750,,,1000,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,900,,,960,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,825,,,974,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,975,,,993,83,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Firefox,900,2019-07-12T17:10:39.170Z,,1049,76,2019-07-12T16:59:42.193Z,A1VAL7L9L79IN0,odd
Chrome,975,,,1004,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,525,,,996,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,1050,,,1005,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,900,,,958,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,825,,,985,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,975,,,1043,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,975,,,963,76,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,675,,,997,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,525,,,996,83,2019-07-12T16:34:34.202Z,A1WAY6AXRUBIRZ,odd
Chrome,600,,,1042,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,1050,,,950,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,450,,,1026,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,600,,,1046,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,450,,,970,83,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,525,,,1009,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,900,,,964,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,1050,,,951,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,750,,,1046,76,2019-07-12T14:56:04.336Z,A20N1NK5X5S88F,odd
Chrome,975,,,1010,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,450,,,992,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,825,,,1039,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,975,,,967,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,525,,,1036,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,1050,,,985,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,975,,,1049,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,525,,,1002,83,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,750,,,976,76,2019-07-12T16:54:50.598Z,A219Y0MX694TM2,odd
Chrome,450,,,1011,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,600,,,1000,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,1050,,,1028,76,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,525,,,973,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,900,,,950,76,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,750,,,983,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,825,,,966,83,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,975,,,1044,76,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,1050,2019-07-12T17:22:37.046Z,,1033,76,2019-07-12T17:11:59.521Z,A21RG48A9K95AM,odd
Chrome,825,,,984,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,900,,,1043,76,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,675,,,1024,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,825,,,998,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,1050,,,1022,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,750,,,1049,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,450,,,991,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,600,,,989,83,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,675,2019-07-12T15:09:46.712Z,,972,76,2019-07-12T14:58:12.129Z,A22AHPN2HZHFSV,odd
Chrome,600,,,979,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,525,,,982,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,1050,,,1015,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,1050,,,1002,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,600,,,963,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,750,,,1018,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,600,,,954,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,675,,,1013,76,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,975,,,1021,83,2019-07-12T16:41:56.448Z,A22CEZJDTT5EI6,odd
Chrome,450,,,958,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,525,,,990,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,975,,,1034,76,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,1050,,,974,76,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,900,,,1003,76,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,750,,,965,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,750,,,994,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,600,,,962,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,450,,,1045,83,2019-07-12T16:46:44.459Z,A26L7403RHRQP8,odd
Chrome,750,,,966,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,900,,,1037,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,600,,,973,76,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,600,,,1024,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,450,,,1000,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,1050,,Thank you for the opportunity to participate in this study. I look forward to any future encounters we may have and wish you the best of luck with this project.,981,76,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,825,,,1039,76,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,525,,,960,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,600,,,961,83,2019-07-12T17:15:59.238Z,A27HGM9SULA4BC,odd
Chrome,975,,,1016,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,1050,,,1020,76,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,825,,,1022,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,975,,,971,76,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,900,,,962,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,525,,,1017,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,450,,,998,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,525,,,1027,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Chrome,750,,,1009,83,2019-07-12T15:53:57.827Z,A2BW6WD7LZ9EGV,odd
Firefox,600,,,990,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,525,,,954,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,675,,,1038,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,675,,,1013,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,750,,,982,76,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,825,,,1020,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,900,,,1038,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,450,,,1038,83,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Firefox,525,,,1040,76,2019-07-12T15:18:56.602Z,A2EKR2ZFO10VMV,odd
Chrome,975,,,1017,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,900,,,1005,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,525,,,959,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,525,,,1023,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,900,,,1032,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,825,,,951,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,450,,,1044,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,825,,,978,76,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,750,,,1028,83,2019-07-12T16:15:28.251Z,A2FARB7LA24AU8,odd
Chrome,825,,,981,76,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,1050,,,964,76,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,450,,,952,83,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,675,,,983,83,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,450,,,962,83,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,1050,,,1002,76,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,450,,,1020,83,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,825,,,1013,83,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,900,,,995,76,2019-07-12T16:50:02.741Z,A2I960JYUZ8KAV,odd
Chrome,975,,,1000,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
Chrome,900,,,996,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
Chrome,675,,,1021,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
Chrome,600,,,990,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
Chrome,900,,,958,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
Chrome,975,,,1018,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
Chrome,450,,,975,76,2019-07-12T14:33:42.023Z,A2JI88OO9BS59Y,odd
